BJD - 2454833, Corrected Flux
2447.843712153, 1.009140841,
2447.864143697, 1.009214569,
2447.884575441, 1.009375536,
2447.925438829, 1.009230785,
2447.945870374, 1.009257616,
2447.966302018, 1.009203028,
2447.986733762, 1.009064928,
2448.007165307, 1.008865391,
2448.027596951, 1.008901438,
2448.048028696, 1.009092121,
2448.068460340, 1.009105827,
2448.088891985, 1.008999976,
2448.109323629, 1.009286582,
2448.129755274, 1.008763770,
2448.170618563, 1.009288446,
2448.191050208, 1.009027180,
2448.211481853, 1.008852309,
2448.231913498, 1.009004349,
2448.252345242, 1.009082672,
2448.272776887, 1.008834124,
2448.293208432, 1.008946079,
2448.313640177, 1.008955894,
2448.334071822, 1.008861203,
2448.354503367, 1.008873252,
2448.374935112, 1.009087553,
2448.415798302, 1.008941401,
2448.436230047, 1.009086592,
2448.456661592, 1.009074126,
2448.477093337, 1.009073010,
2448.497524983, 1.009130699,
2448.517956528, 1.008923012,
2448.538388273, 1.009121738,
2448.558819919, 1.009211243,
2448.579251464, 1.009174846,
2448.599683209, 1.008792194,
2448.620114855, 1.008893098,
2448.660978146, 1.009073628,
2448.681409791, 1.008872910,
2448.701841537, 1.009063244,
2448.722273183, 1.009000503,
2448.763136474, 1.009070902,
2448.783568120, 1.009119310,
2448.803999766, 1.008856040,
2448.824431411, 1.009358240,
2448.844863057, 1.009395775,
2448.906157995, 1.009300622,
2448.926589741, 1.009045586,
2448.947021287, 1.008751367,
2448.967452933, 1.009354365,
2448.987884680, 1.009112790,
2449.008316226, 1.009076258,
2449.028747972, 1.009223153,
2449.049179618, 1.009211654,
2449.069611165, 1.009081335,
2449.090042911, 1.009060501,
2449.110474458, 1.009059968,
2449.171769397, 1.008925056,
2449.192201144, 1.008920947,
2449.212632790, 1.008820755,
2449.233064337, 1.008859530,
2449.253496084, 1.008996478,
2449.273927730, 1.008996407,
2449.294359377, 1.009147990,
2449.314791024, 1.009007287,
2449.335222671, 1.019692311,
2449.355654418, 1.024088933,
2449.416949359, 1.009126283,
2449.437381006, 1.009120623,
2449.457812553, 1.014209726,
2449.478244301, 1.009109979,
2449.498675948, 1.009051894,
2449.519107495, 1.009237785,
2449.539539243, 1.008868055,
2449.559970890, 1.008971484,
2449.580402638, 1.009049019,
2449.600834185, 1.008924096,
2449.621265833, 1.009077314,
2449.641697580, 1.009136621,
2449.662129128, 1.009119461,
2449.682560776, 1.009007394,
2449.702992523, 1.009194337,
2449.723424071, 1.008894023,
2449.743855819, 1.008885663,
2449.784719015, 1.009003962,
2449.805150763, 1.008847826,
2449.825582311, 1.008929739,
2449.846013959, 1.009535893,
2449.886877255, 1.009352545,
2449.907309004, 1.008985752,
2449.927740652, 1.009190984,
2449.948172300, 1.009195732,
2449.968603949, 1.009088941,
2449.989035597, 1.008998696,
2450.009467246, 1.009743913,
2450.029898894, 1.009064929,
2450.050330543, 1.009034186,
2450.070762192, 1.013633916,
2450.091193940, 1.021221897,
2450.132057238, 1.009039466,
2450.152488887, 1.009112514,
2450.172920436, 1.009144944,
2450.193352185, 1.009100602,
2450.213783834, 1.008962608,
2450.234215383, 1.009284928,
2450.254647132, 1.009213767,
2450.275078782, 1.009251736,
2450.295510531, 1.009084525,
2450.315942080, 1.018465279,
2450.336373730, 1.025217955,
2450.377237029, 1.008966974,
2450.397668678, 1.009051485,
2450.418100428, 1.009200775,
2450.438531977, 1.009207214,
2450.458963727, 1.009007616,
2450.479395277, 1.009094610,
2450.499826927, 1.009399305,
2450.520258677, 1.008986162,
2450.540690227, 1.008925400,
2450.561121877, 1.009101619,
2450.581553627, 1.008746151,
2450.622416927, 1.009271702,
2450.642848577, 1.008824901,
2450.663280228, 1.009041650,
2450.683711878, 1.009001784,
2450.704143528, 1.009167626,
2450.724575179, 1.008970862,
2450.745006929, 1.009083712,
2450.785870131, 1.008933529,
2450.806301882, 1.009059822,
2450.826733432, 1.009095095,
2450.867596834, 1.009360642,
2450.888028385, 1.009296692,
2450.908460136, 1.009051460,
2450.928891787, 1.009144443,
2450.949323338, 1.009162926,
2450.969755090, 1.009128526,
2450.990186741, 1.009000186,
2451.010618492, 1.009035646,
2451.031050044, 1.009119042,
2451.051481695, 1.017580240,
2451.071913447, 1.020490839,
2451.112776650, 1.008997821,
2451.133208302, 1.009030222,
2451.153639954, 1.009344153,
2451.174071705, 1.009122957,
2451.194503257, 1.009291690,
2451.214934909, 1.008873391,
2451.235366661, 1.008958679,
2451.255798214, 1.009012523,
2451.276229866, 1.009138950,
2451.296661618, 1.009252132,
2451.317093270, 1.008901886,
2451.357956575, 1.009003736,
2451.378388228, 1.009072703,
2451.398819880, 1.009326318,
2451.419251533, 1.009423310,
2451.439683186, 1.009058595,
2451.460114939, 1.009124500,
2451.480546491, 1.009129887,
2451.500978144, 1.009163581,
2451.521409897, 1.009131035,
2451.541841450, 1.009204908,
2451.603136410, 1.009330475,
2451.623568163, 1.008931453,
2451.643999817, 1.009222175,
2451.664431370, 1.008949229,
2451.684863124, 1.009380583,
2451.705294777, 1.009169057,
2451.725726531, 1.009224045,
2451.746158085, 1.009275645,
2451.766589739, 1.009350557,
2451.787021493, 1.009344460,
2451.807453047, 1.008808797,
2451.827884701, 1.009029332,
2451.848316355, 1.009340367,
2451.889179763, 1.010163408,
2451.909611318, 1.009130265,
2451.930042972, 1.009232958,
2451.950474727, 1.009347804,
2451.970906381, 1.009014129,
2451.991337936, 1.016358166,
2452.011769690, 1.009255778,
2452.032201345, 1.009027003,
2452.052632900, 1.008746952,
2452.093496310, 1.009299801,
2452.113928065, 1.009227722,
2452.134359620, 1.009243856,
2452.154791276, 1.009280863,
2452.175223031, 1.009101915,
2452.195654586, 1.014180281,
2452.216086242, 1.009083417,
2452.236517997, 1.009258926,
2452.256949553, 1.009197242,
2452.277381308, 1.009014851,
2452.297812964, 1.009071037,
2452.318244520, 1.009148963,
2452.338676276, 1.009164282,
2452.359107932, 1.009215061,
2452.399971244, 1.009232610,
2452.420402900, 1.009274424,
2452.440834657, 1.009584185,
2452.461266213, 1.009331841,
2452.481697870, 1.009073738,
2452.502129526, 1.009217722,
2452.522561183, 1.009139505,
2452.542992839, 1.008979606,
2452.583856153, 1.009076162,
2452.604287810, 1.009077013,
2452.624719567, 1.009047649,
2452.645151124, 1.009062959,
2452.665582881, 1.009079992,
2452.686014539, 1.009312948,
2452.706446096, 1.009450588,
2452.726877853, 1.009193337,
2452.747309511, 1.009363782,
2452.767741068, 1.020690149,
2452.788172826, 1.023720638,
2452.829036242, 1.009258513,
2452.849467800, 1.009115481,
2452.869899458, 1.008774608,
2452.890331216, 1.009036905,
2452.910762774, 1.009145682,
2452.931194432, 1.009251606,
2452.951626190, 1.009211439,
2452.972057749, 1.009166659,
2452.992489507, 1.009254551,
2453.012921166, 1.009083975,
2453.155942778, 1.008797271,
2453.176374437, 1.009056301,
2453.196806097, 1.013587007,
2453.217237756, 1.009072957,
2453.237669416, 1.009269926,
2453.258101075, 1.009096335,
2453.278532735, 1.009166418,
2453.298964395, 1.009199785,
2453.319396055, 1.009224804,
2453.339827815, 1.009268744,
2453.360259375, 1.009227032,
2453.380691135, 1.009234451,
2453.401122795, 1.009239249,
2453.421554355, 1.009070214,
2453.441986116, 1.009264982,
2453.462417776, 1.009038810,
2453.482849337, 1.009073924,
2453.503281097, 1.009071889,
2453.523712758, 1.009191487,
2453.564576080, 1.009461809,
2453.585007741, 1.009139908,
2453.605439502, 1.009238682,
2453.625871063, 1.009155805,
2453.646302725, 1.009117590,
2453.666734486, 1.009571667,
2453.687166047, 1.009097330,
2453.707597809, 1.009094466,
2453.728029471, 1.009323371,
2453.748461132, 1.009027466,
2453.809756118, 1.009205233,
2453.830187780, 1.008960247,
2453.850619443, 1.009277791,
2453.871051105, 1.009212936,
2453.891482767, 1.009148049,
2453.911914430, 1.009275985,
2453.932346192, 1.009209328,
2453.952777755, 1.008960690,
2453.973209418, 1.009024073,
2453.993641181, 1.008965149,
2454.054936170, 1.008960071,
2454.075367733, 1.009165220,
2454.095799496, 1.009102180,
2454.116231160, 1.009098657,
2454.136662723, 1.008999955,
2454.157094487, 1.008899849,
2454.177526151, 1.009097358,
2454.197957715, 1.009044201,
2454.218389479, 1.009416929,
2454.238821143, 1.009141775,
2454.259252907, 1.008897509,
2454.279684471, 1.009195828,
2454.320547900, 1.008878361,
2454.340979464, 1.008912364,
2454.361411129, 1.009072889,
2454.381842893, 1.009038323,
2454.402274558, 1.008963685,
2454.422706223, 1.009026935,
2454.443137888, 1.009992694,
2454.463569553, 1.009169172,
2454.484001218, 1.008923393,
2454.545296215, 1.009243791,
2454.565727881, 1.009165115,
2454.586159547, 1.009932913,
2454.606591212, 1.009153556,
2454.627022878, 1.009000979,
2454.647454644, 1.009089759,
2454.667886210, 1.009192312,
2454.688317877, 1.008955115,
2454.708749643, 1.009087561,
2454.729181209, 1.018742214,
2454.749612876, 1.023586491,
2454.790476209, 1.009090359,
2454.810907976, 1.009372786,
2454.831339643, 1.009096992,
2454.851771210, 1.009406860,
2454.872202977, 1.009126976,
2454.892634644, 1.009101492,
2454.913066212, 1.009011418,
2454.933497979, 1.009216822,
2454.953929647, 1.009199955,
2454.974361414, 1.009046537,
2454.994792982, 1.009117201,
2455.035656418, 1.009027325,
2455.056087986, 1.009246849,
2455.076519654, 1.009166253,
2455.096951423, 1.009103482,
2455.117383091, 1.009330601,
2455.158246428, 1.009204455,
2455.178678097, 1.009058188,
2455.199109766, 1.009143230,
2455.219541435, 1.009182006,
2455.239973004, 1.009191650,
2455.260404773, 1.009077438,
2455.280836442, 1.009255429,
2455.301268211, 1.009405337,
2455.321699781, 1.009191823,
2455.342131450, 1.009061015,
2455.362563220, 1.009327276,
2455.382994790, 1.009191778,
2455.403426460, 1.009329644,
2455.423858230, 1.009151576,
2455.444289800, 1.009472989,
2455.464721470, 1.009288270,
2455.485153241, 1.009127655,
2455.526016582, 1.009251991,
2455.546448252, 1.009066782,
2455.566879823, 1.009272213,
2455.587311594, 1.008951868,
2455.607743265, 1.009244840,
2455.628174936, 1.012310482,
2455.648606607, 1.009305839,
2455.669038279, 1.009089058,
2455.689470050, 1.009165768,
2455.709901622, 1.009329068,
2455.730333293, 1.009202594,
2455.771196737, 1.009154853,
2455.791628309, 1.009020580,
2455.812060081, 1.009344488,
2455.832491754, 1.009139601,
2455.852923426, 1.009294668,
2455.873355098, 1.009188843,
2455.893786771, 1.008983183,
2455.914218444, 1.008998204,
2455.934650117, 1.008979842,
2455.955081690, 1.009106336,
2455.975513463, 1.009280804,
2456.016376909, 1.009345863,
2456.036808482, 1.009152411,
2456.057240156, 1.009671280,
2456.077671930, 1.011953867,
2456.098103503, 1.009510811,
2456.118535177, 1.008936328,
2456.138966951, 1.009129204,
2456.159398525, 1.009232916,
2456.179830200, 1.009096173,
2456.200261974, 1.008981289,
2456.220693548, 1.009293179,
2456.261556998, 1.009306026,
2456.281988672, 1.009079726,
2456.302420347, 1.009375054,
2456.322852022, 1.009154356,
2456.343283698, 1.009085859,
2456.363715373, 1.019149645,
2456.384147048, 1.011689324,
2456.404578824, 1.009145306,
2456.425010500, 1.009143602,
2456.445442075, 1.009128494,
2456.465873851, 1.009615714,
2456.506737103, 1.009169682,
2456.527168880, 1.009146640,
2456.547600556, 1.009287354,
2456.568032232, 1.009073620,
2456.588463909, 1.009226483,
2456.608895486, 1.009406898,
2456.629327263, 1.009231750,
2456.649758940, 1.009345988,
2456.670190517, 1.009479323,
2456.690622294, 1.009172973,
2456.751917327, 1.009392980,
2456.772349004, 1.009265415,
2456.792780782, 1.009079800,
2456.813212360, 1.009159126,
2456.833644038, 1.009583466,
2456.854075816, 1.010474558,
2456.874507395, 1.010707704,
2456.894939173, 1.009449425,
2456.915370852, 1.009345389,
2456.935802431, 1.009415838,
2456.956234209, 1.008864758,
2456.997097567, 1.009208711,
2457.017529247, 1.009201534,
2457.037960926, 1.009068329,
2457.058392606, 1.009074160,
2457.078824385, 1.009207054,
2457.099255965, 1.009239110,
2457.119687745, 1.009022937,
2457.140119425, 1.009338600,
2457.160551005, 1.009298218,
2457.180982785, 1.009322941,
2457.242277827, 1.009348367,
2457.262709407, 1.009394819,
2457.283141188, 1.009316576,
2457.303572869, 1.009265602,
2457.324004451, 1.009071077,
2457.344436232, 1.009179709,
2457.385299495, 1.009098403,
2457.405731276, 1.009084760,
2457.426162958, 1.009414297,
2457.446594740, 1.009242856,
2457.467026322, 1.009089527,
2457.487458004, 1.009212220,
2457.507889787, 1.009202750,
2457.528321369, 1.009273584,
2457.548753052, 1.009209768,
2457.569184835, 1.009328734,
2457.589616517, 1.009331962,
2457.610048200, 1.009237685,
2457.630479884, 1.009313116,
2457.650911567, 1.009368192,
2457.671343250, 1.009132743,
2457.691774934, 1.009104532,
2457.732638301, 1.009314345,
2457.753069985, 1.009149584,
2457.773501769, 1.009322309,
2457.793933453, 1.009030412,
2457.814365038, 1.009144399,
2457.855228507, 1.009289682,
2457.875660092, 1.009463237,
2457.896091876, 1.009323139,
2457.916523561, 1.009273125,
2457.936955147, 1.009265916,
2457.977818517, 1.008848980,
2457.998250303, 1.009055266,
2458.018681989, 1.009062741,
2458.039113574, 1.009141372,
2458.059545360, 1.009052921,
2458.079977046, 1.009356406,
2458.100408633, 1.009140564,
2458.120840419, 1.009153459,
2458.141272106, 1.009158921,
2458.161703892, 1.009143080,
2458.222998953, 1.009138628,
2458.243430540, 1.008987170,
2458.263862228, 1.008983127,
2458.284294015, 1.009055925,
2458.304725703, 1.008839806,
2458.325157391, 1.009042357,
2458.345589078, 1.008883779,
2458.366020767, 1.009026490,
2458.386452455, 1.009096597,
2458.406884143, 1.009253668,
2458.468179209, 1.009006392,
2458.488610998, 1.009358110,
2458.509042687, 1.009160511,
2458.529474276, 1.009006586,
2458.549906065, 1.009172902,
2458.570337755, 1.009080648,
2458.590769344, 1.008862007,
2458.611201134, 1.009045012,
2458.631632724, 1.009054611,
2458.652064414, 1.009010003,
2458.672496204, 1.009163757,
2458.692927795, 1.009054543,
2458.713359585, 1.009272529,
2458.733791276, 1.009497141,
2458.754222867, 1.009313033,
2458.774654657, 1.009037826,
2458.795086349, 1.009214639,
2458.815518040, 1.009459114,
2458.835949731, 1.008860354,
2458.856381423, 1.008885542,
2458.958539982, 1.009357686,
2458.978971575, 1.009281709,
2458.999403367, 1.009341568,
2459.019835060, 1.009090879,
2459.040266753, 1.009271836,
2459.060698446, 1.009251911,
2459.081130139, 1.009272185,
2459.101561932, 1.012996913,
2459.121993525, 1.009145427,
2459.142425219, 1.009034239,
2459.162857013, 1.009020688,
2459.183288607, 1.009267966,
2459.203720401, 1.009102825,
2459.224152095, 1.009015707,
2459.244583689, 1.008961059,
2459.265015484, 1.009199748,
2459.285447078, 1.009780324,
2459.305878773, 1.009230929,
2459.326310568, 1.009278844,
2459.346742163, 1.008797668,
2459.367173958, 1.009305905,
2459.387605653, 1.009150473,
2459.408037249, 1.009217615,
2459.448900740, 1.008974548,
2459.469332436, 1.009068248,
2459.489764133, 1.009143255,
2459.510195829, 1.008985736,
2459.530627525, 1.008981694,
2459.551059222, 1.009184727,
2459.571490919, 1.009139121,
2459.591922715, 1.009533603,
2459.612354412, 1.009112527,
2459.632786010, 1.009049721,
2459.653217807, 1.009273278,
2459.694081102, 1.009110512,
2459.714512900, 1.009190471,
2459.734944598, 1.009277530,
2459.755376296, 1.008910088,
2459.775807994, 1.009055145,
2459.796239693, 1.009172758,
2459.816671491, 1.008928325,
2459.837103090, 1.009051809,
2459.857534789, 1.009096832,
2459.877966588, 1.009049102,
2459.898398187, 1.009190617,
2459.939261686, 1.008955560,
2459.959693286, 1.008905001,
2459.980125086, 1.009296379,
2460.000556686, 1.009161195,
2460.020988386, 1.009230806,
2460.041420186, 1.009154573,
2460.061851787, 1.009186551,
2460.082283588, 1.008999196,
2460.102715288, 1.009172611,
2460.123146889, 1.008773188,
2460.143578690, 1.009025597,
2460.184442093, 1.009069895,
2460.204873795, 1.008943145,
2460.225305496, 1.008486310,
2460.245737198, 1.008966703,
2460.266169000, 1.009136540,
2460.286600603, 1.009087749,
2460.307032405, 1.009260942,
2460.327464108, 1.008954983,
2460.347895710, 1.008898254,
2460.368327513, 1.009138991,
2460.388759216, 1.009166641,
2460.429622623, 1.009038156,
2460.450054327, 1.008883988,
2460.470486130, 1.009072954,
2460.490917734, 1.009201344,
2460.511349438, 1.008924912,
2460.531781242, 1.009107159,
2460.572644551, 1.009149147,
2460.593076356, 1.009437451,
2460.613507961, 1.009348321,
2460.633939766, 1.009092143,
2460.674803076, 1.009271576,
2460.715666487, 1.009163514,
2460.736098193, 1.009018199,
2460.756529999, 1.008907960,
2460.797393412, 1.008958080,
2460.817825118, 1.009065119,
2460.838256825, 1.008907065,
2460.858688532, 1.009076153,
2460.879120239, 1.008855018,
2460.919983653, 1.009025880,
2460.940415361, 1.009016693,
2460.960847168, 1.008994427,
2460.981278876, 1.008849453,
2461.001710484, 1.008792406,
2461.022142292, 1.009002372,
2461.042574001, 1.008933378,
2461.063005609, 1.009112745,
2461.083437418, 1.009144044,
2461.103869127, 1.008780978,
2461.124300736, 1.009180846,
2461.165164254, 1.008992842,
2461.185596064, 1.008914106,
2461.206027674, 1.009013475,
2461.226459384, 1.009020667,
2461.246891094, 1.009264032,
2461.267322804, 1.008883011,
2461.287754514, 1.008941927,
2461.308186225, 1.008978933,
2461.328617936, 1.008971906,
2461.349049746, 1.008971297,
2461.369481358, 1.009105761,
2461.410344880, 1.008984249,
2461.430776492, 1.009078979,
2461.451208204, 1.009015364,
2461.471640016, 1.009218259,
2461.492071728, 1.009042716,
2461.512503440, 1.009176898,
2461.532935152, 1.008914924,
2461.573798578, 1.009124732,
2461.594230291, 1.009073939,
2461.614662004, 1.008767192,
2461.655525431, 1.008927346,
2461.675957244, 1.008848660,
2461.696388958, 1.009094705,
2461.716820572, 1.009210101,
2461.737252387, 1.008982421,
2461.757684101, 1.009124891,
2461.778115716, 1.009042936,
2461.798547530, 1.009053283,
2461.818979245, 1.009103929,
2461.839411060, 1.008737375,
2461.900706207, 1.008852259,
2461.921137823, 1.008878433,
2461.941569539, 1.008811533,
2461.962001355, 1.009069923,
2461.982432971, 1.009020062,
2462.002864688, 1.009366626,
2462.023296404, 1.009103535,
2462.064159938, 1.009045042,
2462.084591556, 1.009126760,
2462.105023273, 1.008941733,
2462.125455091, 1.009025108,
2462.145886808, 1.009059599,
2462.166318426, 1.008933743,
2462.186750245, 1.009029615,
2462.207181963, 1.008923362,
2462.227613681, 1.008795531,
2462.248045400, 1.008695125,
2462.268477119, 1.009020125,
2462.288908938, 1.008726577,
2462.309340557, 1.008765235,
2462.329772277, 1.008882729,
2462.391067536, 1.009104769,
2462.411499256, 1.008879131,
2462.431930877, 1.008904232,
2462.452362697, 1.008880505,
2462.472794418, 1.008949670,
2462.493226039, 1.008726813,
2462.513657860, 1.008784376,
2462.534089581, 1.008812528,
2462.554521402, 1.008730752,
2462.574953024, 1.009115728,
2462.595384746, 1.009054347,
2462.636248190, 1.009287249,
2462.656679913, 1.008896552,
2462.677111635, 1.009090697,
2462.697543358, 1.008999070,
2462.717975081, 1.008925776,
2462.738406804, 1.008874185,
2462.758838527, 1.009005337,
2462.779270351, 1.008677757,
2462.799701974, 1.008713854,
2462.820133698, 1.008832871,
2462.840565522, 1.008809326,
2462.901860696, 1.008985316,
2462.922292420, 1.009063923,
2462.942724145, 1.008891297,
2462.963155871, 1.008697358,
2462.983587596, 1.008892500,
2463.004019422, 1.008981205,
2463.024451047, 1.008812356,
2463.044882773, 1.009184424,
2463.065314599, 1.008662892,
2463.085746226, 1.008780354,
2463.126609779, 1.009119901,
2463.147041406, 1.008926473,
2463.167473233, 1.008884183,
2463.187904960, 1.008802711,
2463.208336588, 1.008808868,
2463.228768415, 1.008715144,
2463.249200143, 1.009092786,
2463.269631871, 1.008935838,
2463.290063600, 1.008913117,
2463.310495328, 1.008988316,
2463.330927057, 1.008801787,
